Popularity Ranking,Common Name,Current Botanical Name,Plant Type,Height,Width,Growth Rate,Deciduous,Evergreen,Flowers,Flowering Season,Sun,Soil,Drainage,Water Requirement,Ease of Care,Max Summer Irrigation,Common uses,Availability in Nurseries,Plant URL,QR Codes
6340,Intermountain Bog Orchid,Platanthera tescamnis,Perennial herb,3.3 ft(1 m),,,,"Yellow,Green",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Platanthera-tescamnis-(),//legacy.calscape.org/qrcodes/Platanthera-tescamnis(192)
6341,Desert Sand-parsley,Ammoselinum giganteum,Annual herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Ammoselinum-giganteum-(),//legacy.calscape.org/qrcodes/Ammoselinum-giganteum(192)
6342,Stoloniferous Pussy-toes,Antennaria flagellaris,Perennial herb,0.8 in(2 cm),,,,"White,Cream",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Antennaria-flagellaris-(),//legacy.calscape.org/qrcodes/Antennaria-flagellaris(192)
6343,Hoover's Cryptantha,Cryptantha hooveri,Annual herb,1.9 - 5.9 in(4.8 - 15 cm),,,,White,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Cryptantha-hooveri-(),//legacy.calscape.org/qrcodes/Cryptantha-hooveri(192)
6344,Desert Green-gentian,Frasera albomarginata var. albomarginata,Perennial herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Frasera-albomarginata-var.-albomarginata-(),//legacy.calscape.org/qrcodes/Frasera-albomarginata-var.-albomarginata(192)
6345,Monarch Goldenaster,Heterotheca monarchensis,Perennial herb,7.1 in(18 cm),,,,Yellow,,,,,,,,"Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Heterotheca-monarchensis-(),//legacy.calscape.org/qrcodes/Heterotheca-monarchensis(192)
6346,,Hemieva ranunculifolia,Perennial herb,4 - 11.8 in(10.2 - 30 cm),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Hemieva-ranunculifolia-(),//legacy.calscape.org/qrcodes/Hemieva-ranunculifolia(192)
6347,San Francisco Blue Grass,Poa unilateralis ssp. unilateralis,Grasses,,,,,Brown,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Poa-unilateralis-ssp.-unilateralis-(),//legacy.calscape.org/qrcodes/Poa-unilateralis-ssp.-unilateralis(192)
6348,Spotted Coral-root,Corallorhiza maculata var. maculata,Perennial herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Corallorhiza-maculata-var.-maculata-(),//legacy.calscape.org/qrcodes/Corallorhiza-maculata-var.-maculata(192)
6349,Sticky False Gilyflower,Allophyllum glutinosum,Annual herb,0.33 - 2 ft(0.1 - 0.6 m),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Allophyllum-glutinosum-(),//legacy.calscape.org/qrcodes/Allophyllum-glutinosum(192)
6350,Tufted Lovegrass,Eragrostis pectinacea,Grasses,0.33 - 2.6 ft(0.1 - 0.8 m),,,,"Yellow,Purple",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Eragrostis-pectinacea-(),//legacy.calscape.org/qrcodes/Eragrostis-pectinacea(192)
6351,Carolina Love Grass,Eragrostis pectinacea var. pectinacea,Grasses,,,,,Brown,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Eragrostis-pectinacea-var.-pectinacea-(),//legacy.calscape.org/qrcodes/Eragrostis-pectinacea-var.-pectinacea(192)
6352,,Polystichum imbricans ssp. curtum,Fern,,,,,,,"Full Sun,Part Shade",,,,,,,Never or Almost Never Available,//legacy.calscape.org/Polystichum-imbricans-ssp.-curtum-(),//legacy.calscape.org/qrcodes/Polystichum-imbricans-ssp.-curtum(192)
6353,Jepson's Willow,Salix jepsonii,"Tree,Shrub",3.3 - 9.8 ft(1 - 3 m),,,Winter Deciduous,"Cream,Yellow",,,,,,,,"Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Salix-jepsonii-(),//legacy.calscape.org/qrcodes/Salix-jepsonii(192)
6354,Parish Three-awn,Aristida purpurea var. parishii,Grasses,,,,,Brown,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Aristida-purpurea-var.-parishii-(),//legacy.calscape.org/qrcodes/Aristida-purpurea-var.-parishii(192)
6355,Volcanic Gilia,Gilia ochroleuca ssp. exilis,Annual herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Gilia-ochroleuca-ssp.-exilis-(),//legacy.calscape.org/qrcodes/Gilia-ochroleuca-ssp.-exilis(192)
6356,Heermann's Bird's-foot Trefoil,Acmispon heermannii var. heermannii,Perennial Herb,1 - 3.3 ft(0.3 - 1 m),,,,Yellow,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Acmispon-heermannii-var.-heermannii-(),//legacy.calscape.org/qrcodes/Acmispon-heermannii-var.-heermannii(192)
6357,Tarn Sedge,Carex lenticularis var. impressa,Grasses,,,,,Brown,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Carex-lenticularis-var.-impressa-(),//legacy.calscape.org/qrcodes/Carex-lenticularis-var.-impressa(192)
6358,Palm Springs Cryptantha,Cryptantha barbigera var. fergusoniae,Annual herb,0.2 - 1.6 ft(0.06 - 0.49 m),,,,White,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Cryptantha-barbigera-var.-fergusoniae-(),//legacy.calscape.org/qrcodes/Cryptantha-barbigera-var.-fergusoniae(192)
6359,Californian Amaranth,Amaranthus californicus,Annual herb,0.33 - 1.6 ft(0.1 - 0.49 m),,Moderate,,Red,Summer,,Prefers loamy or clay soils.  Grows poorly in sandy soils.,,,,,,Never or Almost Never Available,//legacy.calscape.org/Amaranthus-californicus-(),//legacy.calscape.org/qrcodes/Amaranthus-californicus(192)
6360,Star Sedge,Carex echinata ssp. echinata,Grasses,,,,,Brown,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Carex-echinata-ssp.-echinata-(),//legacy.calscape.org/qrcodes/Carex-echinata-ssp.-echinata(192)
6361,California Popcornflower,Plagiobothrys collinus var. californicus,Annual herb,0.33 - 1.3 ft(0.1 - 0.4 m),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Plagiobothrys-collinus-var.-californicus-(),//legacy.calscape.org/qrcodes/Plagiobothrys-collinus-var.-californicus(192)
6362,Spurry Knotweed,Polygonum spergulariiforme,Annual herb,0.16 - 1.6 ft(0.05 - 0.49 m),,,,"Pink,White",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Polygonum-spergulariiforme-(),//legacy.calscape.org/qrcodes/Polygonum-spergulariiforme(192)
6363,Hoover's Manzanita,Arctostaphylos hooveri,Shrub,6.6 - 26.3 ft(2 - 8 m),,,Evergreen,"Pink,White",,,,,,,,"Hummingbird Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Arctostaphylos-hooveri-(),//legacy.calscape.org/qrcodes/Arctostaphylos-hooveri(192)
6364,Red Bluff Dwarf Rush,Juncus leiospermus var. leiospermus,Grasses,,,,,Brown,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Juncus-leiospermus-var.-leiospermus-(),//legacy.calscape.org/qrcodes/Juncus-leiospermus-var.-leiospermus(192)
6365,Mountain Bent Grass,Agrostis humilis,Grasses,,,,,Brown,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Agrostis-humilis-(),//legacy.calscape.org/qrcodes/Agrostis-humilis(192)
6366,Small Pondweed,Potamogeton pusillus,Perennial herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Potamogeton-pusillus-(),//legacy.calscape.org/qrcodes/Potamogeton-pusillus(192)
6367,Plummer's Baccharis,Baccharis plummerae ssp. plummerae,Shrub,,,,,"Cream,White",,,,,,,,"Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Baccharis-plummerae-ssp.-plummerae-(),//legacy.calscape.org/qrcodes/Baccharis-plummerae-ssp.-plummerae(192)
6368,San Bernardino Aster,Symphyotrichum defoliatum,Perennial herb,3.3 ft(1 m),,,,"White,Purple",,,,,,,,"Bird Gardens,Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Symphyotrichum-defoliatum-(),//legacy.calscape.org/qrcodes/Symphyotrichum-defoliatum(192)
6369,Tracy's Lomatium,Lomatium tracyi,Perennial herb,1.2 ft(0.37 m),,,,,,,,,,,,Butterfly Gardens,Never or Almost Never Available,//legacy.calscape.org/Lomatium-tracyi-(),//legacy.calscape.org/qrcodes/Lomatium-tracyi(192)
6370,Slender-lobed Four O'clock,Mirabilis tenuiloba,Perennial herb,3.3 ft(1 m),,,,"White,Pink",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Mirabilis-tenuiloba-(),//legacy.calscape.org/qrcodes/Mirabilis-tenuiloba(192)
6371,,Hazardia whitneyi var. discoidea,Perennial herb,,,,,Yellow,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Hazardia-whitneyi-var.-discoidea-(),//legacy.calscape.org/qrcodes/Hazardia-whitneyi-var.-discoidea(192)
6372,Eaton's Fleabane,Erigeron eatonii var. plantagineus,Perennial herb,,,,,"White,Yellow",,,,,,,,Bee Gardens,Never or Almost Never Available,//legacy.calscape.org/Erigeron-eatonii-var.-plantagineus-(),//legacy.calscape.org/qrcodes/Erigeron-eatonii-var.-plantagineus(192)
6373,Santa Barbara Wirelettuce,Stephanomeria elata,Annual herb,3.3 ft(1 m),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Stephanomeria-elata-(),//legacy.calscape.org/qrcodes/Stephanomeria-elata(192)
6374,Cusick's Popcornflower,Plagiobothrys cusickii,Annual herb,1.9 - 11.8 in(4.8 - 30 cm),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Plagiobothrys-cusickii-(),//legacy.calscape.org/qrcodes/Plagiobothrys-cusickii(192)
6375,Sequoia Bedstraw,Galium sparsiflorum,Perennial herb,1 - 1.6 ft(0.3 - 0.49 m),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Galium-sparsiflorum-(),//legacy.calscape.org/qrcodes/Galium-sparsiflorum(192)
6376,Panicled Rush,Juncus phaeocephalus var. paniculatus,Grasses,,,,,Brown,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Juncus-phaeocephalus-var.-paniculatus-(),//legacy.calscape.org/qrcodes/Juncus-phaeocephalus-var.-paniculatus(192)
6377,Serpentine Goldenbush,Ericameria ophitidis,Shrub,11.8 in(30 cm),,,,Yellow,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Ericameria-ophitidis-(),//legacy.calscape.org/qrcodes/Ericameria-ophitidis(192)
6378,Pinyon Groundsmoke,Gayophytum ramosissimum,Annual herb,1.6 ft(0.49 m),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Gayophytum-ramosissimum-(),//legacy.calscape.org/qrcodes/Gayophytum-ramosissimum(192)
6379,Mountain Mat Sedge,Carex deflexa var. boottii,Grasses,,,,,Brown,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Carex-deflexa-var.-boottii-(),//legacy.calscape.org/qrcodes/Carex-deflexa-var.-boottii(192)
6380,Greenstipule Lupine,Lupinus fulcratus,Perennial Herb,1 - 2.6 ft(0.3 - 0.8 m),,,,"Blue,Lavender,Purple",,,,,,,,Bee Gardens,Never or Almost Never Available,//legacy.calscape.org/Lupinus-fulcratus-(),//legacy.calscape.org/qrcodes/Lupinus-fulcratus(192)
6381,Threetooth Horkelia,Horkelia tridentata var. flavescens,Perennial herb,1.5 ft(0.46 m),,,,White,,,,,,,,Bee Gardens,Never or Almost Never Available,//legacy.calscape.org/Horkelia-tridentata-var.-flavescens-(),//legacy.calscape.org/qrcodes/Horkelia-tridentata-var.-flavescens(192)
6382,Slender Dwarf-flax,Hesperolinon spergulinum,Annual herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Hesperolinon-spergulinum-(),//legacy.calscape.org/qrcodes/Hesperolinon-spergulinum(192)
6383,Torrey's Blue Eyed Mary,Collinsia torreyi var. latifolia,Annual herb,1.9 - 9.8 in(4.8 - 24.9 cm),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Collinsia-torreyi-var.-latifolia-(),//legacy.calscape.org/qrcodes/Collinsia-torreyi-var.-latifolia(192)
6384,Stebbins' Desertdandelion,Malacothrix stebbinsii,Annual herb,2 ft(0.6 m),,,,"Yellow,White",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Malacothrix-stebbinsii-(),//legacy.calscape.org/qrcodes/Malacothrix-stebbinsii(192)
6385,Oak-leaved Goosefoot,Chenopodium glaucum,Grasses,,,,,Brown,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Chenopodium-glaucum-(),//legacy.calscape.org/qrcodes/Chenopodium-glaucum(192)
6386,Santa Barbara Bedstraw,Galium cliftonsmithii,Perennial herb,,,,,Yellow,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Galium-cliftonsmithii-(),//legacy.calscape.org/qrcodes/Galium-cliftonsmithii(192)
6387,Philadelphia Fleabane,Erigeron philadelphicus var. philadelphicus,"Annual herb,Perennial herb",,,,,"White,Yellow",,,,,,,,Bee Gardens,Never or Almost Never Available,//legacy.calscape.org/Erigeron-philadelphicus-var.-philadelphicus-(),//legacy.calscape.org/qrcodes/Erigeron-philadelphicus-var.-philadelphicus(192)
6388,Four-petaled Pussypaws,Calyptridium quadripetalum,Annual Herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Calyptridium-quadripetalum-(),//legacy.calscape.org/qrcodes/Calyptridium-quadripetalum(192)
6389,Siskiyou Mountains Willowherb,Epilobium rigidum,Perennial herb,0.33 - 1.3 ft(0.1 - 0.4 m),,,,,,,,,,,,"Bird Gardens,Hummingbird Gardens",Never or Almost Never Available,//legacy.calscape.org/Epilobium-rigidum-(),//legacy.calscape.org/qrcodes/Epilobium-rigidum(192)
6390,Parish's Brittlescale,Atriplex parishii,Annual herb,7.9 in(20.1 cm),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Atriplex-parishii-(),//legacy.calscape.org/qrcodes/Atriplex-parishii(192)
6391,Small Bur-reed,Sparganium natans,Perennial herb,,,,,White,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Sparganium-natans-(),//legacy.calscape.org/qrcodes/Sparganium-natans(192)
6392,Tamalpais Oak,Quercus parvula var. tamalpaisensis,Shrub,3.3 - 19.7 ft(1 - 6 m),,,Evergreen,"Cream,Green",,,,,,,,"Bank Stabilization,Bird Gardens,Butterfly Gardens",Never or Almost Never Available,//legacy.calscape.org/Quercus-parvula-var.-tamalpaisensis-(),//legacy.calscape.org/qrcodes/Quercus-parvula-var.-tamalpaisensis(192)
6393,Johnston's Buckwheat,Eriogonum microthecum var. johnstonii,"Shrub,Perennial herb",2.4 - 5.2 in(6.1 - 13.2 cm),,,,"Cream,Pink,White",,,,,,,,"Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Eriogonum-microthecum-var.-johnstonii-(),//legacy.calscape.org/qrcodes/Eriogonum-microthecum-var.-johnstonii(192)
6394,Gray's Cinquefoil,Potentilla grayi,Perennial herb,4 - 7.9 in(10.2 - 20.1 cm),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Potentilla-grayi-(),//legacy.calscape.org/qrcodes/Potentilla-grayi(192)
6395,Spiked Western Rosinweed,Calycadenia spicata,Annual herb,0.7 - 2 ft(0.21 - 0.6 m),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Calycadenia-spicata-(),//legacy.calscape.org/qrcodes/Calycadenia-spicata(192)
6396,Kingston Mountains Bedstraw,Galium hilendiae ssp. kingstonense,Perennial herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Galium-hilendiae-ssp.-kingstonense-(),//legacy.calscape.org/qrcodes/Galium-hilendiae-ssp.-kingstonense(192)
6397,Bolander's Spikerush,Eleocharis bolanderi,Grasses,4 - 11.8 in(10.2 - 30 cm),,,,"Purple,Red",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Eleocharis-bolanderi-(),//legacy.calscape.org/qrcodes/Eleocharis-bolanderi(192)
6398,Naked-stemmed Hawkweed,Hieracium nudicaule,Perennial herb,1.6 ft(0.49 m),,,,Yellow,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Hieracium-nudicaule-(),//legacy.calscape.org/qrcodes/Hieracium-nudicaule(192)
6399,Forked Pepperweed,Lepidium oxycarpum,Annual herb,5.9 in(15 cm),,,,White,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Lepidium-oxycarpum-(),//legacy.calscape.org/qrcodes/Lepidium-oxycarpum(192)
6400,Knapp Brickellbush,Brickellia knappiana,Shrub,6.6 ft(2 m),,,,White,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Brickellia-knappiana-(),//legacy.calscape.org/qrcodes/Brickellia-knappiana(192)
6401,Awl-fruited Sedge,Carex stipata var. stipata,Grasses,,,,,Brown,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Carex-stipata-var.-stipata-(),//legacy.calscape.org/qrcodes/Carex-stipata-var.-stipata(192)
6402,Engelmann Prickly-pear,Opuntia engelmannii var. engelmannii,"Shrub,Succulent",,,,,Yellow,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Opuntia-engelmannii-var.-engelmannii-(),//legacy.calscape.org/qrcodes/Opuntia-engelmannii-var.-engelmannii(192)
6403,Unexpected Larkspur,Delphinium inopinum,Perennial herb,2.6 - 3.3 ft(0.8 - 1 m),,,,"Blue,White",,,,,,,,"Hummingbird Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Delphinium-inopinum-(),//legacy.calscape.org/qrcodes/Delphinium-inopinum(192)
6404,Nevada Needle Grass,Stipa nevadensis,Grasses,,,,,Brown,,,,,,,,Butterfly Gardens,Never or Almost Never Available,//legacy.calscape.org/Stipa-nevadensis-(),//legacy.calscape.org/qrcodes/Stipa-nevadensis(192)
6405,Pringle's Bird's Beak,Cordylanthus pringlei,Annual herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Cordylanthus-pringlei-(),//legacy.calscape.org/qrcodes/Cordylanthus-pringlei(192)
6406,,Heterotheca oregona var. rudis,Perennial herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Heterotheca-oregona-var.-rudis-(),//legacy.calscape.org/qrcodes/Heterotheca-oregona-var.-rudis(192)
6407,Burro Grass,Scleropogon brevifolius,Grasses,,,,,Brown,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Scleropogon-brevifolius-(),//legacy.calscape.org/qrcodes/Scleropogon-brevifolius(192)
6408,Eaton's Fleabane,Erigeron eatonii var. sonnei,Perennial herb,,,,,"White,Yellow",,,,,,,,Bee Gardens,Never or Almost Never Available,//legacy.calscape.org/Erigeron-eatonii-var.-sonnei-(),//legacy.calscape.org/qrcodes/Erigeron-eatonii-var.-sonnei(192)
6409,Kern Plateau Milkvetch,Astragalus lentiginosus var. kernensis,Perennial herb,0.8 - 4.7 in(2 - 11.9 cm),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Astragalus-lentiginosus-var.-kernensis-(),//legacy.calscape.org/qrcodes/Astragalus-lentiginosus-var.-kernensis(192)
6410,San Obispo Milkvetch,Astragalus didymocarpus var. obispoensis,Annual herb,1 - 9.8 in(2.5 - 24.9 cm),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Astragalus-didymocarpus-var.-obispoensis-(),//legacy.calscape.org/qrcodes/Astragalus-didymocarpus-var.-obispoensis(192)
6411,Bloomer's Buttercup,Ranunculus orthorhynchus var. bloomeri,Perennial Herb,0.49 - 2.8 ft(0.15 - 0.9 m),,,,Yellow,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Ranunculus-orthorhynchus-var.-bloomeri-(),//legacy.calscape.org/qrcodes/Ranunculus-orthorhynchus-var.-bloomeri(192)
6412,Seep Kobresia,Kobresia myosuroides,Grasses,,,,,Brown,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Kobresia-myosuroides-(),//legacy.calscape.org/qrcodes/Kobresia-myosuroides(192)
6413,Beaked Clarkia,Clarkia rostrata,Annual herb,1.6 ft(0.49 m),,,,"Pink,White,Purple,Lavender,Red",,,,,,,,"Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Clarkia-rostrata-(),//legacy.calscape.org/qrcodes/Clarkia-rostrata(192)
6414,Baker's Goldfields,Lasthenia californica ssp. bakeri,Annual herb,,,,,Yellow,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Lasthenia-californica-ssp.-bakeri-(),//legacy.calscape.org/qrcodes/Lasthenia-californica-ssp.-bakeri(192)
6415,White Mountains Cryptantha,Cryptantha hoffmannii,"Annual herb,Perennial herb",0.6 - 1.3 ft(0.18 - 0.4 m),,,,White,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Cryptantha-hoffmannii-(),//legacy.calscape.org/qrcodes/Cryptantha-hoffmannii(192)
6416,,Heterotheca oregona var. scaberrima,Perennial herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Heterotheca-oregona-var.-scaberrima-(),//legacy.calscape.org/qrcodes/Heterotheca-oregona-var.-scaberrima(192)
6417,Slender Nemacladus,Nemacladus gracilis,Annual herb,4 in(10.2 cm),,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Nemacladus-gracilis-(),//legacy.calscape.org/qrcodes/Nemacladus-gracilis(192)
6418,Beaked Tracyina,Tracyina rostrata,Annual herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Tracyina-rostrata-(),//legacy.calscape.org/qrcodes/Tracyina-rostrata(192)
6419,Wieslander's Manzanita,Arctostaphylos manzanita ssp. wieslanderi,Shrub,,,,Evergreen,"Pink,White",,,,,,,,"Hummingbird Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Arctostaphylos-manzanita-ssp.-wieslanderi-(),//legacy.calscape.org/qrcodes/Arctostaphylos-manzanita-ssp.-wieslanderi(192)
6420,,Calamagrostis stricta ssp. stricta,Grasses,3 ft(0.9 m),,Moderate,,Yellow,Spring,,Prefers loamy or clay soils.  Grows poorly in sandy soils.,,,,,,Never or Almost Never Available,//legacy.calscape.org/Calamagrostis-stricta-ssp.-stricta-(),//legacy.calscape.org/qrcodes/Calamagrostis-stricta-ssp.-stricta(192)
6421,Tuolumne Button-celery,Eryngium pinnatisectum,"Annual Herb,Perennial Herb",1.6 ft(0.49 m),,,,"White,Green",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Eryngium-pinnatisectum-(),//legacy.calscape.org/qrcodes/Eryngium-pinnatisectum(192)
6422,Salt,Juncus breweri,Grasses,4.3 ft(1.3 m),,,,Brown,,,,Standing,,,,,Never or Almost Never Available,//legacy.calscape.org/Juncus-breweri-(),//legacy.calscape.org/qrcodes/Juncus-breweri(192)
6423,Shevock's Milkvetch,Astragalus shevockii,Perennial herb,0.33 - 1.2 ft(0.1 - 0.37 m),,,,Cream,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Astragalus-shevockii-(),//legacy.calscape.org/qrcodes/Astragalus-shevockii(192)
6424,Cuyamaca Lake Downingia,Downingia concolor var. brevior,Annual herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Downingia-concolor-var.-brevior-(),//legacy.calscape.org/qrcodes/Downingia-concolor-var.-brevior(192)
6425,Sequoia Bedstraw,Galium sparsiflorum ssp. sparsiflorum,Perennial herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Galium-sparsiflorum-ssp.-sparsiflorum-(),//legacy.calscape.org/qrcodes/Galium-sparsiflorum-ssp.-sparsiflorum(192)
6426,Peirson's Aster,Oreostemma peirsonii,Perennial herb,3.1 in(7.9 cm),,,,"Green,Purple",,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Oreostemma-peirsonii-(),//legacy.calscape.org/qrcodes/Oreostemma-peirsonii(192)
6427,,Menodora spinescens var. mohavensis,Shrub,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Menodora-spinescens-var.-mohavensis-(),//legacy.calscape.org/qrcodes/Menodora-spinescens-var.-mohavensis(192)
6428,Sticky Phacelia,Phacelia glandulifera,Annual herb,1.9 - 9.8 in(4.8 - 24.9 cm),,,,"White,Cream",,,,,,,,"Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Phacelia-glandulifera-(),//legacy.calscape.org/qrcodes/Phacelia-glandulifera(192)
6429,Rock Creek Broomrape,Orobanche valida ssp. valida,Perennial herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Orobanche-valida-ssp.-valida-(),//legacy.calscape.org/qrcodes/Orobanche-valida-ssp.-valida(192)
6430,Little Bulrush,Trichophorum pumilum,Grasses,,,,,Brown,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Trichophorum-pumilum-(),//legacy.calscape.org/qrcodes/Trichophorum-pumilum(192)
6431,Pacific Wild-rye,Elymus pacificus,Grasses,,,,,Brown,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Elymus-pacificus-(),//legacy.calscape.org/qrcodes/Elymus-pacificus(192)
6432,Indian Biscuitroot,Lomatium piperi,Perennial herb,,,,,,,,,,,,,Butterfly Gardens,Never or Almost Never Available,//legacy.calscape.org/Lomatium-piperi-(),//legacy.calscape.org/qrcodes/Lomatium-piperi(192)
6433,Purple Sweetroot,Osmorhiza purpurea,Perennial herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Osmorhiza-purpurea-(),//legacy.calscape.org/qrcodes/Osmorhiza-purpurea(192)
6434,Nodding Thelypody,Thelypodium flexuosum,Perennial herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Thelypodium-flexuosum-(),//legacy.calscape.org/qrcodes/Thelypodium-flexuosum(192)
6435,Astoria Violet,Viola praemorsa ssp. praemorsa,Perennial herb,,,,,Yellow,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Viola-praemorsa-ssp.-praemorsa-(),//legacy.calscape.org/qrcodes/Viola-praemorsa-ssp.-praemorsa(192)
6436,Barneby's Phacelia,Phacelia barnebyana,Annual herb,1.9 - 11.8 in(4.8 - 30 cm),,,,White,,,,,,,,"Butterfly Gardens,Bee Gardens",Never or Almost Never Available,//legacy.calscape.org/Phacelia-barnebyana-(),//legacy.calscape.org/qrcodes/Phacelia-barnebyana(192)
6437,Arizona Thistle,Cirsium arizonicum var. arizonicum,Perennial herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Cirsium-arizonicum-var.-arizonicum-(),//legacy.calscape.org/qrcodes/Cirsium-arizonicum-var.-arizonicum(192)
6438,Whitestem Frasera,Frasera albicaulis var. nitida,Perennial herb,,,,,,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Frasera-albicaulis-var.-nitida-(),//legacy.calscape.org/qrcodes/Frasera-albicaulis-var.-nitida(192)
6439,Elliptical Buttercup,Ranunculus glaberrimus var. ellipticus,Perennial Herb,1.9 - 10.2 in(4.8 - 25.9 cm),,,,Yellow,,,,,,,,,Never or Almost Never Available,//legacy.calscape.org/Ranunculus-glaberrimus-var.-ellipticus-(),//legacy.calscape.org/qrcodes/Ranunculus-glaberrimus-var.-ellipticus(192)
